date,Virginia,California,Florida,Texas,New York,Arizona,New Jersey,West Virginia,Nevada,North Carolina,Colorado,Michigan,Georgia,South Carolina,Massachusetts,Missouri,Connecticut,Hawaii,Oregon,Iowa,Tennessee,Delaware,Washington,Vermont,the District of Columbia,Pennsylvania,Wisconsin,North Dakota,Indiana,Illinois,Utah,Montana,Idaho,Kentucky,Maine,Minnesota,Maryland,Rhode Island,Nebraska,Kansas,New Mexico,Ohio,New Hampshire,Alaska,Oklahoma,Arkansas,Alabama,Louisiana,South Dakota,Wyoming,Mississippi
6/1/11,237004,308939,141496,136800,249156,137669,304157,95458,139662,158072,224503,96910,129291,149293,312614,127646,254492,478991,216637,124087,137316,229252,231940,231526,410182,165285,146988,173100,117151,168423,202364,203714,147267,114862,190047,169887,261922,236727,130564,125998,168659,116734,217072,238681,107301,106410,124115,150545,158758,206656,109835
7/1/11,236288,307290,140433,136654,248425,136697,301712,95490,138646,157509,223682,96599,128139,148783,311799,127168,253062,477109,215774,123935,136941,228174,229754,231269,410557,164503,146196,172521,117039,167922,201661,203288,147192,114611,190011,168711,260288,234988,130650,125815,167990,116453,215724,238808,107284,106285,123787,150439,158839,206143,109900
8/1/11,235755,305306,139666,136529,247711,136116,299675,95587,136782,156898,223309,96486,127434,148299,310929,126625,251358,474726,214905,123848,136634,227136,228258,231028,409811,163897,145665,172447,117127,166745,201391,203272,147065,114401,189775,167890,258607,233614,130704,125489,167506,116229,214860,238918,107376,106272,123460,150358,158961,206014,109819
9/1/11,235052,302864,139101,136478,247074,135794,297903,95464,135960,156387,223122,96464,126969,147791,309409,126207,249280,472659,214140,123832,136325,225662,226385,230737,409577,163492,145232,172557,117213,165737,200610,203303,146834,114185,189300,167087,256764,232023,130605,125131,167196,115949,214006,238756,107545,106280,123075,150160,158869,206259,109731
10/1/11,234358,300377,138841,136292,246412,135802,296286,95368,135199,155745,223019,96396,126576,147267,307503,125642,247176,471773,213058,123810,135955,223908,224636,230575,408489,163124,144746,172809,117202,163760,199860,203517,146751,113943,188715,166283,255648,230458,130656,124710,166784,115574,213651,238690,107361,106327,122678,150067,158916,206154,109404
11/1/11,233827,299726,138720,136009,245667,135737,294443,95279,134715,155132,223048,96186,126173,146767,305700,125192,245591,470018,211776,123866,135621,222652,223030,230909,408139,162718,144335,172972,117057,162531,199032,203583,146741,113871,188140,165356,254955,228368,130654,124399,166348,115177,212912,238629,107119,106320,122145,149895,159029,206250,109228
12/1/11,233690,299146,138671,135717,245095,136564,292547,95321,134141,154548,223136,95948,125369,146603,304530,124639,244043,470509,210401,123942,135314,221286,221744,231118,406916,162325,143734,173098,116844,160711,199104,203634,146761,113814,187519,164421,254343,226600,130540,124115,165921,114820,212191,238837,106845,106262,121764,149550,159216,206432,109121
1/1/12,233730,298936,138734,135631,244578,137102,291189,95316,133985,154138,223522,95763,124798,146626,303529,124301,242830,470974,209556,123923,135201,220350,220888,231187,407375,161997,143346,173342,116548,159809,199085,203832,146693,113808,186817,163766,253505,225591,130113,124039,165609,114359,211311,239666,106755,106236,121714,149285,159381,207238,109048
2/1/12,234085,298684,138840,135881,244043,138062,290325,95355,133710,153876,224052,95656,124273,146922,302577,124087,241726,472182,209330,123909,135092,218991,219771,231088,406848,161759,142744,173875,116407,158140,199417,203932,147080,113833,185937,163501,253020,224498,129622,124049,165363,113916,210736,240412,106783,106285,121740,149086,159515,207925,108956
3/1/12,234513,298825,139153,136329,243668,138603,290037,95461,133381,153771,224650,95995,124487,146928,302359,124181,240940,474082,209817,123929,135130,218698,219445,230882,408567,161660,142503,174700,116406,157937,199792,204415,147872,113962,185337,163951,253116,223650,129655,124262,165076,113661,210008,241567,106862,106493,121859,149323,159493,208552,108824
4/1/12,234889,299520,139544,136735,243563,140478,289305,95595,133172,153908,225351,96413,124707,146957,302773,124507,240212,475233,210773,124066,135212,218125,219436,230812,408353,161689,142380,175558,116645,157616,200764,204838,149333,114192,185328,164608,253547,222870,130047,124486,164837,113621,209630,242321,107129,106808,121732,149674,159497,208961,108783
5/1/12,235193,300759,140015,137161,243780,143177,288572,95598,133556,153919,226419,97053,125087,146824,303695,124863,239374,476729,211955,124272,135367,218399,220438,230648,409669,161770,142761,176622,116868,157922,202152,205444,150813,114330,185658,165310,253883,222352,130608,124684,164964,113602,209971,243239,107482,107236,121731,150079,159611,209640,108790
6/1/12,235328,302526,140512,137574,244056,146218,287434,95611,134942,153784,227760,97707,125492,146687,304139,125032,237990,474627,213033,124475,135432,218075,221700,230671,411983,161721,143005,178128,116977,157830,203495,205895,152154,114340,186368,166090,254071,221890,131011,124981,165031,113546,210743,243377,107778,107582,121628,150350,159760,210425,108795
7/1/12,235523,304547,141171,138076,244232,149006,286426,95677,136399,153605,229334,98550,126018,146428,304578,124979,236700,474363,213862,124724,135541,217606,223151,230742,416717,161542,143334,179515,116990,157233,204503,206479,153600,114332,186984,166953,254315,221630,131421,125220,165163,113529,211843,243407,108000,107791,121612,150384,160034,211001,108841
8/1/12,235559,306847,141966,138437,244326,151727,285327,95817,138410,153607,230498,99286,126360,146189,304764,124927,235755,473966,214925,124872,135652,216438,224515,230855,421868,161336,143264,180769,116953,156600,205396,207343,155551,114262,187392,167907,254516,221710,131678,125363,165083,113572,212124,243268,108165,107965,121576,150475,160345,211235,108787
9/1/12,235832,309434,142939,138646,244334,154868,284677,95901,140217,153595,231794,99853,126459,146214,304895,125027,235107,477081,216023,125088,135856,215376,225720,230834,426667,161146,143232,181784,116954,155816,206802,208061,157378,114337,187372,168942,254835,221707,132098,125233,165431,113619,212172,243443,108188,108203,121626,150510,160804,211565,108570
10/1/12,236523,312923,144076,138809,244209,157611,284457,95962,142116,153616,233045,100470,126618,146355,305546,124983,234884,479849,217492,125419,136003,214197,227144,230548,431981,161025,142907,183322,117030,156061,208584,208888,159057,114367,187347,170216,255183,221827,132220,125174,165459,113623,212203,243693,108096,108423,121675,150558,161252,212411,108276
11/1/12,237683,316782,145263,139173,244225,160326,284675,96031,144194,153643,234522,101093,127190,146534,307000,125134,234962,484334,218402,125797,136137,213416,228909,230259,437443,160947,142835,184971,116954,156370,210428,209787,160072,114438,187902,171583,255961,222585,132657,125292,165677,113578,212422,244141,108104,108654,121840,150442,161616,213342,108102
12/1/12,238698,322171,146634,139687,244380,161928,285025,96094,146443,153720,235922,101643,127957,146602,309144,125291,235667,487687,219726,126188,136300,212719,230784,230265,443316,160988,142591,186761,116977,156628,212333,210730,161493,114428,188518,172894,256871,223328,133097,125493,165297,113554,212895,243955,108295,108887,121944,150282,162075,214474,108109
1/1/13,239836,327671,148200,140375,244643,164072,285881,96157,149238,153887,237624,102249,129003,146680,310685,125836,236656,490268,221374,126665,136568,212837,232367,230562,444402,161151,142683,188376,116936,157153,214200,211427,163226,114491,188944,174175,258179,223877,134191,125536,165049,113581,212956,244423,108623,109221,122146,150229,162662,215158,108139
2/1/13,240819,334029,149925,141114,245153,165465,286601,96297,152325,154121,239568,103165,130100,146820,313145,126186,237322,491687,224194,127207,136900,213346,234171,230948,443946,161421,142372,190221,117124,157946,216201,211882,164916,114627,189138,175247,259645,224725,135260,125431,164804,113713,213519,244805,108842,109507,122304,150430,163299,215868,108148
3/1/13,241995,340503,151610,142025,245669,167454,287512,96576,156131,154574,241710,104409,131295,147267,315495,126523,238151,493429,226881,127570,137277,214186,236301,231275,443220,161774,142745,191903,117298,158707,218430,212627,167193,114876,189407,176439,261419,225722,135981,125659,165262,113862,214610,245908,109093,109679,122633,150886,163931,216419,108229
4/1/13,242838,347490,153182,142974,246583,168968,288048,96885,159369,155034,243435,105730,132343,147670,318198,126739,239505,496240,229798,127768,137697,214755,238776,231351,448236,162240,143366,193392,117704,159678,221181,213536,168882,115080,189643,177533,263185,227091,136365,126037,165838,114170,216169,246560,109431,109774,122907,151238,164449,216975,108203
5/1/13,243505,354523,154943,143915,247503,170883,289021,97096,163304,155555,244993,107046,133481,148064,320300,127101,241259,496270,232575,127956,138049,214947,241375,231262,455973,162714,144539,194694,118072,160537,223654,214471,170981,115305,189981,179310,265053,228626,136524,126505,166650,114632,217591,247315,109675,109841,123053,151499,165025,217523,108151
6/1/13,244051,361905,156645,144854,248537,173449,290351,97235,167645,156019,246442,108405,134705,148452,322158,127557,242925,495545,235083,128254,138417,215247,243635,231109,462284,163208,145388,196175,118472,161991,226521,215465,172479,115579,190532,180988,266551,230048,136937,126726,167339,115247,218810,248647,109936,109949,123148,151851,165582,217744,107979
7/1/13,244744,368931,158605,145807,249404,176508,291931,97423,172748,156484,248248,109883,135972,148973,324232,127961,243792,495466,237290,128483,138724,215507,245984,230989,467494,163644,146142,197506,118766,163150,229098,216422,174147,115894,190890,182828,267928,230956,137230,126915,167886,115816,219871,249935,110208,110073,123257,152341,166188,217983,107860
8/1/13,245563,375436,160627,146701,250043,178980,293504,97667,177021,156953,250146,111331,137337,149675,326200,128226,244465,501187,238769,128636,139206,216597,248083,230879,471530,163930,146752,198853,119075,164614,231648,217450,175378,116277,191282,184372,268985,232055,137532,126989,168697,116268,220781,251284,110584,110233,123523,152841,166707,218260,107711
9/1/13,246558,381183,162860,147624,250607,181020,294711,98036,180888,157362,251923,112684,138737,150283,328585,128308,245184,507808,240454,128762,139786,217666,250155,230608,475742,164169,147485,200225,119298,165786,233675,218241,176272,116500,191167,185844,270422,233277,137662,127101,168796,116543,221549,252064,110958,110375,123712,153039,167187,218707,107613
10/1/13,247296,386591,164984,148620,251239,182606,295810,98406,184301,157838,253530,113805,140158,150867,330660,128546,245640,514426,241735,128871,140496,219068,251815,230331,479933,164293,148092,201808,119429,167349,235351,219063,177123,116712,191132,187178,271899,234608,137861,127260,169252,116867,222388,252456,111068,110510,123868,153182,167535,219215,107490
11/1/13,248114,392076,167049,149677,251920,183374,297001,98793,187459,158259,255080,114857,141420,151424,332310,128720,246089,519802,243833,128952,141262,219922,253143,230222,484311,164513,148606,203210,119675,168068,236642,219976,177874,116864,190734,188256,273814,235404,138017,127501,169348,117175,223092,253135,111140,110547,124017,153423,167925,219788,107399
12/1/13,248878,397276,169009,150638,252519,184815,297960,99044,189646,158845,256879,115954,142745,151914,333349,128996,246063,525903,245987,129144,141912,220697,254546,230247,488604,164684,148917,204440,120003,169036,237218,220788,178480,117064,190402,189240,275139,235592,138201,127776,170553,117437,223932,253896,111169,110497,124212,153729,168301,220395,107474
1/1/14,249969,402608,170805,151572,253129,186572,299069,99108,191588,159378,258492,117163,143926,152509,334512,129151,246027,529382,248312,129421,142542,222011,256300,230321,493195,164933,149270,205316,120370,169617,237950,221639,178849,117149,189993,190504,276370,236548,138128,127968,171482,117399,224304,254471,111490,110533,124366,154132,168698,221114,107550
2/1/14,250715,407188,172345,152580,253762,189130,299770,99094,193468,159997,260252,118295,145063,153053,335520,129421,246243,532058,250003,129856,142989,222911,258309,230410,498396,165217,149860,206312,120725,170690,238621,222433,179736,117347,189739,192183,277512,237136,138414,128135,172221,117303,224835,255084,111855,110716,124453,154509,168994,221823,107723
3/1/14,251356,409632,173649,153511,254550,189891,301189,99137,194902,160457,261660,119300,146034,153470,337190,129732,246173,533168,251244,130451,143363,223617,259454,230410,504488,165516,150722,206991,121142,171277,239822,223465,180761,117458,189652,194314,278331,238885,139041,128086,172372,117226,225166,255666,112234,111044,124548,154950,169481,222628,107834
4/1/14,251639,410545,174593,154356,255346,189724,302526,99332,195839,160830,263098,120233,147000,153656,338927,130228,246079,535108,252447,131144,143627,223895,260408,230596,509190,165729,151355,208021,121646,171635,240238,224409,181823,117765,190441,196119,279320,240338,140185,128164,172458,117349,226045,256174,112494,111339,124788,155342,170020,223351,108077
5/1/14,251887,410877,175505,155207,256085,189603,303912,99514,196328,161092,264510,121190,147905,153875,340521,130906,245531,537361,253289,131758,143980,225027,261034,230715,511691,165896,151834,209153,122079,172218,240707,225247,182516,118036,191589,197312,279424,241924,140996,128273,172526,117600,226903,256155,112823,111565,125150,155389,170737,224133,108335
6/1/14,252106,411416,176240,156194,256724,189922,304708,99607,196993,161273,265966,122241,148707,154189,341496,131581,245373,541051,254567,132154,144378,226192,262678,231056,512665,166141,152210,210646,122465,173082,240912,226144,183062,118454,192667,197789,279585,242668,141549,128602,172132,117951,227827,255814,113081,111703,125522,155312,171288,224900,108565
7/1/14,252351,411874,177084,157084,257106,190047,305077,99687,198182,161418,267517,123094,149492,154600,342138,132100,245052,544637,255630,132404,144776,226926,263928,231299,515054,166380,152700,211817,122857,173788,240995,227388,183152,118827,193208,197863,279288,242283,141882,128980,171798,118308,228416,256139,113382,111744,125835,155237,171817,225766,108879
8/1/14,252447,411674,177677,157924,257432,190233,305053,99828,198940,161474,268684,123648,150146,154973,342642,132440,244157,548023,256944,132489,145080,227225,264904,231488,516698,166501,152833,213296,123236,174022,241215,228421,182918,119009,193119,197587,279183,241456,142150,129338,171184,118440,228677,256863,113623,111827,126121,155432,172255,226482,109210
9/1/14,252528,412357,178495,158707,257709,190090,304638,100158,198992,161610,270146,123893,150831,155351,342777,132674,243107,549896,258218,132580,145363,227508,265394,231441,517412,166500,152732,214513,123553,174313,241204,229324,182777,119133,192963,197185,279104,240809,142290,129672,171163,118559,228730,257677,113911,111999,126303,155703,172748,227285,109566
10/1/14,252719,413963,179635,159597,258009,190417,304135,100518,199804,161780,271948,124113,151467,155706,342688,132904,242286,550925,259686,132633,145603,227719,266500,231446,516871,166485,152609,216778,123812,174545,241849,229658,182835,119183,192685,196719,279202,240515,142409,129934,171115,118574,229017,258494,114354,112275,126506,155979,173214,227881,109942
11/1/14,253007,416677,180828,160607,258314,191221,303613,100875,200694,162133,274305,124466,152197,155969,342962,133149,241956,552450,261185,132738,145881,227965,267948,231469,518261,166538,152823,217735,124117,174953,242664,230114,183114,119363,192432,196585,279509,240712,142557,130277,171719,118816,229604,259017,114717,112574,126745,156528,173676,228682,110369
12/1/14,253298,419120,182097,161713,258740,192231,303348,101105,202787,162517,276927,124864,152929,156236,344243,133378,241644,553702,262615,132850,146279,228207,269950,231637,519595,166718,153246,218741,124431,175383,243405,230665,183733,119642,192232,196933,279749,241003,142949,130601,172077,119149,230204,260192,115052,112849,126977,156856,174043,229490,110890
1/1/15,253363,421709,183194,162871,259115,192782,303504,101173,204056,163025,279836,125401,153659,156540,346377,133408,241500,555463,264117,133163,146799,228919,272221,231779,517204,166880,153660,218895,124649,175781,244369,231276,184594,120108,191881,197527,279752,241836,143416,130985,172112,119677,230754,261081,115360,113119,127203,157114,174625,230344,111421
2/1/15,253713,424475,184374,164041,259410,193183,304221,101309,205638,163586,282934,126050,154318,157056,348328,133538,241590,555954,265904,133521,147338,229821,274094,232191,514929,167047,154231,219993,124851,176269,245278,232259,185859,120485,192375,198943,279836,242522,144243,131316,171966,120249,231211,261754,115853,113348,127384,157272,175302,231097,111929
3/1/15,254084,427488,185311,165236,259590,194642,304601,101469,206712,164272,285927,126884,154940,157730,349755,133815,242234,557194,267917,134020,147869,230511,276135,232742,512561,167352,154592,221308,125040,176985,246917,233087,186932,120937,193373,200409,280322,243021,145120,131777,172014,120811,232078,261946,116438,113539,127699,157727,176129,231688,112331
4/1/15,254356,429603,186192,166410,260069,196237,305176,101789,208156,164851,288676,127739,155697,158473,350245,134470,242680,558085,269665,134494,148387,231467,277918,233240,513473,167859,155290,223001,125462,177920,248720,234280,188313,121370,194513,201977,280597,243099,146057,132308,172639,121343,233423,263014,116945,113737,127988,158149,176933,232268,112735
5/1/15,254635,431868,187120,167506,260697,197748,305577,102049,210197,165325,291446,128454,156644,159088,351080,135111,243251,560482,271553,135064,149055,231684,280280,233463,513504,168453,155742,224993,125862,178687,250465,235318,189488,121860,195471,202733,280896,243158,146877,132896,173103,121922,235342,264842,117282,113850,128229,158557,177692,232835,113079
6/1/15,254754,433497,188154,168605,261515,198450,306048,102241,212025,165766,294040,129103,157594,159654,351750,135763,243288,561934,273493,135556,149648,232497,282123,233535,514108,168787,156113,226817,126312,178807,251948,236565,190790,122265,196264,203127,280541,243971,147657,133524,173515,122460,236810,266584,117591,114061,128387,158910,178500,233474,113509
7/1/15,254924,434163,189137,169608,262282,199597,306042,102404,213040,166320,296632,129614,158323,160168,353097,136280,243427,564469,275673,136029,150247,232872,283836,233534,515651,168914,156204,228058,126528,178927,253666,237364,191650,122573,197328,203478,280372,245013,148297,134027,173909,122947,237933,267233,117849,114309,128596,159376,179289,234248,113880
8/1/15,255066,435453,190294,170430,262951,200655,305825,102548,214069,166946,299232,130064,158949,160601,354209,136761,243265,565078,278090,136435,150794,233813,285946,233515,517579,169029,156251,228414,126760,178844,255773,238073,192678,122950,198218,203857,279898,245750,148939,134455,174409,123319,238274,266970,118086,114628,128795,159646,180120,235124,114204
9/1/15,255351,437643,191580,171154,263544,202054,305747,102900,215589,167484,302081,130312,159580,160994,355465,137201,243293,566499,280337,136777,151473,234240,288053,233206,521043,169238,156414,228481,127002,178914,257975,238267,193536,123326,198530,204381,279949,245630,149439,134750,174627,123636,238475,266640,118251,114921,129036,160062,180576,235749,114428
10/1/15,255676,441379,192967,172047,263967,202872,305706,103217,216701,167967,304999,130525,160216,161511,356798,137633,242804,568264,282665,137092,152226,234548,290353,232999,525139,169518,156725,228685,127219,178931,259755,238784,194439,123608,198554,204842,280015,245674,150041,135136,174463,123910,238461,266604,118161,115180,129162,160454,180960,236279,114598
11/1/15,255962,444364,194256,173004,264406,203507,305944,103549,217370,168380,307932,130916,160930,162145,357759,137960,242140,570178,284972,137483,153133,234717,292766,232819,528279,169772,157297,229453,127507,179105,261102,239268,195302,123869,198628,205651,279952,246162,150646,135526,173960,124233,238762,267292,118077,115507,129286,160778,181286,236703,114705
12/1/15,256334,448456,195759,174080,264705,204158,306054,103715,218209,168776,310905,131595,161709,162801,358410,138433,241858,570793,287779,137881,153899,235025,295550,232620,530474,170037,157993,230286,127803,179696,262452,240084,196487,124126,199629,206697,280546,247168,151040,135938,173846,124545,239772,268412,118092,115804,129496,161139,181953,237328,114804
1/1/16,256867,452286,197255,175154,265002,205830,305898,103922,219802,169225,313555,132387,162631,163383,359633,138861,242231,571836,290773,138253,154668,235559,298258,232431,530976,170442,158676,231028,128214,180509,264091,240481,198303,124500,200588,208229,281122,248916,151385,136309,174021,124974,240453,269669,118410,116120,129754,161363,182663,237770,114916
2/1/16,256987,455643,198797,176195,265544,207312,305927,104094,221487,169775,316325,133226,163508,163865,361718,139474,242719,573510,293101,138676,155384,236496,301487,232667,532883,171019,159368,231561,128596,181966,265773,240796,199921,125003,201351,209934,282090,251539,151594,136796,174563,125407,240778,270776,118849,116458,130097,161668,183329,238228,115066
3/1/16,257156,457396,199936,177109,266317,208514,306152,104308,222496,170265,319079,133882,164482,164374,363792,140010,243043,575299,295380,139194,156195,237233,304494,233425,534241,171423,159894,232111,128899,183124,267341,241222,201455,125564,201707,211581,282550,253298,151918,137233,175474,126010,240896,270992,119275,116855,130429,161711,184289,238604,115250
4/1/16,257520,459676,201166,178017,267292,209401,306864,104525,224199,170877,322055,134909,165512,164918,366021,140615,242771,576313,297975,139713,156930,238091,307488,234230,536794,171762,160569,232469,129285,184008,268737,241999,202434,126228,202956,212824,283554,254735,152294,137666,176354,126617,241766,270665,119672,117239,130889,161926,185403,238937,115476
5/1/16,258232,461882,202286,179075,268264,210399,307473,104749,225706,171593,324476,135940,166485,165605,368030,141263,242724,578233,301145,140206,157537,238576,309773,234696,538762,171943,161290,232565,129757,184442,270646,242759,203913,126833,204078,213461,284665,255512,152860,138110,177260,127166,243203,270094,120036,117637,131226,162270,186622,239166,115735
6/1/16,258829,464223,203603,180104,269127,211230,308044,104858,227921,172494,326540,137022,167217,166260,370009,141942,242478,581326,304018,140653,158092,239737,312062,235057,540576,172397,162226,232649,130415,184787,272579,243143,205302,127524,205230,214028,285264,256415,153628,138569,177802,127621,244567,269615,120389,118026,131532,162757,187463,239310,116064
7/1/16,259300,464835,204909,181102,269913,211685,308437,104942,229583,173340,328596,137814,167784,166853,370859,142653,242567,585385,306897,141113,158810,240889,314498,235528,542066,172801,162921,232934,131158,185261,274744,243777,206723,128107,205704,214751,285784,257165,154492,139044,178290,128046,245465,269547,120734,118392,131721,163213,188230,239452,116391
8/1/16,259814,466422,206210,181871,270724,212471,308556,105012,230914,174138,330665,138434,168263,167571,371419,143272,242268,589915,309314,141506,159551,241983,316562,235917,543467,173287,163741,232922,131879,185602,276216,244659,207888,128658,206521,215792,285884,257782,155383,139485,178231,128501,246263,269126,121042,118687,132005,163629,188992,239327,116777
9/1/16,260444,468241,207378,182697,271493,213614,308674,105211,232157,174991,332649,139199,168706,168373,372879,143911,241826,595089,311706,141793,160454,242554,318708,236255,545220,173626,164595,232940,132557,185977,277968,245651,209506,129120,207612,216685,286988,259642,156268,139963,178364,128979,247196,269375,121370,118986,132264,164113,189930,239125,117136
10/1/16,261080,471808,208535,183565,272379,215128,308955,105408,232346,175855,334637,139981,169360,169269,374486,144619,241845,599114,313813,142079,161348,243367,320665,236509,546187,174026,165604,233017,133152,186451,279484,246399,211171,129621,208620,217659,287877,260880,157185,140450,178955,129476,248389,269615,121801,119322,132636,164459,190796,238961,117391
11/1/16,261915,474639,209887,184779,273340,216607,309324,105572,233213,176793,337103,140769,170187,170072,376882,145399,242608,601547,315858,142436,162422,244186,323442,236856,549875,174489,166481,233522,133650,187294,281602,247125,212833,130145,209818,218680,289126,262136,157968,140998,180071,130070,249399,270124,122222,119698,133068,164729,191717,239104,117627
12/1/16,262885,477170,211324,186147,274485,217512,309736,105661,232196,177769,339817,141544,171266,170795,378490,146045,243568,603217,318561,142958,163482,245286,326697,237338,553707,175232,167445,234136,134059,188443,283759,248188,214247,130697,210637,219901,290038,262582,158713,141614,181043,130751,250278,270240,122677,120111,133555,164893,192632,239115,117871
