date,Virginia,California,Florida,Texas,New York,Arizona,New Jersey,West Virginia,Nevada,North Carolina,Colorado,Michigan,Georgia,South Carolina,Massachusetts,Missouri,Connecticut,Hawaii,Oregon,Iowa,Tennessee,Delaware,Washington,Vermont,the District of Columbia,Pennsylvania,Wisconsin,North Dakota,Indiana,Illinois,Utah,Montana,Idaho,Kentucky,Maine,Minnesota,Maryland,Rhode Island,Nebraska,Kansas,New Mexico,Ohio,New Hampshire,Alaska,Oklahoma,Arkansas,Alabama,Louisiana,South Dakota,Wyoming,Mississippi
1/1/17,263940,480049,212649,187358,275575,218465,310347,105637,232459,178696,342734,142490,172135,171223,380241,146719,244517,605030,321212,143602,164362,246264,330167,237732,559233,175745,168468,234260,134417,189809,285860,249266,215139,131220,211487,221170,291231,263119,159359,142252,181219,131497,251288,270137,122898,120523,133851,165238,193542,239067,118190
2/1/17,265039,483011,213792,188522,276339,219751,311002,105697,232990,179533,345760,143599,173063,171808,381361,147504,244928,606777,324304,144255,165108,247014,333764,238029,564142,176210,169532,234285,134941,191042,287835,250340,216393,131760,212240,222667,292387,263869,160312,142891,181330,132251,253163,269896,123150,120933,134100,165465,194439,238970,118453
3/1/17,265933,485965,214854,189421,277076,221410,312297,105764,235803,180400,348806,144829,173901,172340,382735,148350,245598,609008,326759,144912,166041,247100,337211,238443,567163,176679,170501,233946,135651,192322,290116,251432,217491,132427,212983,224356,293339,265106,161503,143551,181336,133029,254985,269551,123347,121381,134369,165905,195278,239022,118698
4/1/17,266799,488426,216222,190392,278035,222703,313480,106006,238278,181336,351520,146120,174859,173268,384848,149148,246349,611007,329144,145555,167222,246462,340823,238973,567352,177474,171528,233598,136542,193287,292554,252753,219546,133200,214308,226235,294273,267637,162826,144247,182018,133869,256849,269602,123754,121779,134774,166310,196200,239248,119022
5/1/17,267317,491351,217559,191191,279417,223836,315186,106250,240782,182233,353727,147469,175804,174008,387273,149714,247341,615792,330791,146126,168450,245650,344011,239945,565250,178320,172424,233787,137424,194040,294909,253939,221266,134035,215813,227872,294785,270306,163821,144718,182689,134664,257858,269953,124144,122193,135165,166830,197305,239303,119358
6/1/17,267950,494654,218921,192055,281060,225000,315985,106502,243731,183024,355685,148585,176818,174828,390111,150288,248005,619782,332071,146648,169613,245339,346930,241001,564145,179003,173326,234296,138237,194287,297210,255151,223226,134823,217620,229152,295361,272862,164696,145050,183392,135367,259108,270654,124488,122541,135437,167086,198453,239494,119676
7/1/17,268416,496183,220058,192738,282545,226551,316916,106767,247183,183703,357245,149261,177936,175531,392679,150831,248844,623610,333174,147091,170743,245239,349809,241995,564818,179603,174107,235071,138897,194531,299554,256190,225005,135593,219372,230049,295364,274598,165498,145373,183989,135931,260444,271168,124713,123079,135771,167391,199555,239748,119941
8/1/17,269121,497875,221360,193440,283887,227546,317682,107095,249915,184480,358774,149812,178986,176243,394265,151495,249578,624251,334600,147568,171824,245868,352498,243271,565276,180218,174922,234980,139623,194815,302060,256953,226790,136283,220557,230681,295719,275488,166336,145865,184544,136585,261892,271422,124967,123611,136196,167686,200442,240413,120210
9/1/17,269829,500208,222621,194208,285095,228912,318770,107628,253138,185362,360613,150419,180360,176908,396011,152334,250371,626568,335957,148017,172799,246656,355044,244653,567521,180934,175631,234930,140289,195406,303940,257807,228884,136947,221431,231423,296412,276070,167211,146515,185079,137297,263174,272077,125367,124119,136780,168157,201231,241305,120579
10/1/17,270761,504344,223942,195195,286354,230138,319717,108241,256662,186465,362901,151152,181675,177558,397265,153174,251021,629623,337522,148435,173744,247850,357834,246170,570783,181745,176324,234763,141137,196067,305675,258713,230759,137478,222017,232163,297649,277075,168254,147229,185244,138119,264492,272734,125933,124529,137265,168541,201848,242247,120971
11/1/17,271695,508597,225197,196242,287684,231462,320778,108881,260744,187554,365257,152049,183148,178273,399518,153925,252070,632977,339423,148923,174796,248792,360756,247294,573629,182492,177147,235156,141950,196887,307526,260216,233057,138093,222738,233411,299202,279384,169366,148088,185648,138852,266327,273097,126522,124965,137681,169006,202474,243113,121420
12/1/17,272444,512826,226605,197271,288867,232320,321958,109316,264481,188701,368139,152995,184618,179004,401297,154607,252827,634633,341697,149528,175894,249375,364654,248369,576010,183308,178368,235359,142801,197895,310015,261536,235054,138715,223391,235021,300641,281758,170417,149006,185916,139567,268160,272809,127070,125496,138248,169637,202953,243970,121744
1/1/18,273338,517487,227664,198274,290219,233699,323271,109703,267116,189828,370715,154324,186122,179960,403604,155358,253222,636534,344029,149983,176944,249803,368858,249345,577182,184219,179752,235786,143475,199048,312496,262544,237460,139488,224413,236934,301470,283875,171257,149879,186258,140094,269898,272114,127501,125982,138778,170536,203439,244774,122070
2/1/18,274030,522542,228817,199281,291627,235658,324833,110061,270437,191026,373316,155781,187605,180979,406163,156178,253209,639042,346566,150390,178114,251125,373614,250005,581894,185162,181158,235733,144185,200085,315436,263534,239880,140259,225889,238916,302411,285309,172109,150604,186826,140811,270830,271682,127682,126550,139346,171350,203919,245665,122432
3/1/18,275055,526880,230078,200323,293185,237699,326364,110373,272582,192074,375538,157201,188815,182256,408779,157062,253629,642024,349144,150736,179216,253054,377919,250401,581596,186448,182508,236027,145069,200744,318196,264631,242364,140949,227445,240713,303203,287280,172826,151164,187915,141662,272130,271421,127841,127040,139822,171615,204634,246471,122766
4/1/18,275790,530268,231592,201399,294611,239425,328343,110619,275713,192994,378235,158486,190078,183319,410695,157936,254079,643568,351069,151303,180346,255049,381494,251004,582274,187562,183718,235952,146074,201130,321080,266296,244849,141536,228420,242309,304650,288844,173685,151699,189261,142764,273569,271474,127936,127614,140392,171512,205446,247387,123094
5/1/18,276718,532982,233099,202402,295910,240899,329647,110754,278332,193919,380813,159608,191324,184257,412329,158779,254553,644859,352497,151869,181359,256077,384116,251989,581603,188647,184837,236056,147035,201476,323535,268149,247677,142060,229261,243427,305703,290314,174635,152272,190345,143792,275188,272030,128183,128064,141020,171239,206595,248068,123429
6/1/18,277483,535706,234414,203394,297147,242232,330795,110819,282213,194925,383060,160711,192559,185033,414163,159507,254987,646292,353816,152226,182407,256518,385720,252302,585453,189227,185595,235635,147978,201755,325624,270068,251040,142656,230438,244233,306652,291148,175722,152826,191079,144617,276627,272665,128328,128468,141694,171241,207664,248731,123882
7/1/18,278299,537425,235648,204243,298457,243643,331289,110834,285595,196073,384910,161588,193804,185847,416049,160242,255421,648606,355331,152580,183466,256918,386738,253025,588371,189780,186303,235458,149022,202058,328171,271708,254381,143278,231893,244889,307421,292276,176635,153208,191289,145369,277691,273469,128524,128830,142450,171210,208810,249395,124344
8/1/18,279021,538816,236771,205216,299859,245067,331685,110829,289244,197151,386684,162346,195011,186685,417485,161026,255976,651272,356677,152961,184446,257350,387700,253362,590445,190303,186936,235320,150018,202246,330515,272490,257086,143823,233291,245886,307809,293622,177526,153598,191665,145906,279069,273810,128724,129154,143123,171393,209747,250035,124712
9/1/18,279725,539705,237880,206066,301340,246828,332315,111071,291643,198243,388633,163081,196302,187584,418406,161668,256151,652747,357692,153468,185453,257868,389355,254373,593194,190938,187746,235196,150876,202719,333120,273186,259622,144283,234414,246909,308203,294876,178360,154099,192138,146427,280119,273780,129008,129578,143746,171458,210779,250754,125150
10/1/18,280525,541444,238997,207005,302671,248078,333073,111292,293276,199204,390755,163799,197576,188384,419330,162313,256463,653640,358805,153941,186470,258605,391146,254599,596188,191575,188596,234888,151485,203127,335599,273817,262317,144700,235264,248069,308536,295476,179242,154711,193425,146945,281116,273823,129490,130002,144281,171593,211872,251278,125595
11/1/18,281295,542500,240267,207836,303936,249235,333921,111622,294209,200316,393100,164594,198819,189228,420005,162915,256545,653059,360438,154353,187431,259932,392931,254804,599867,192351,189398,234672,152276,203709,338298,275121,265522,144915,236126,249095,309390,295790,180085,155477,194597,147624,281720,274108,130085,130513,144939,171422,212875,251897,126089
12/1/18,282316,542357,241613,208822,305065,250132,334657,111905,295959,201397,394852,165565,200025,190084,421057,163738,257141,652494,362386,154846,188361,261496,394217,255016,601719,193149,190258,234905,153189,204189,341009,276456,268410,145296,236978,250360,310335,296033,180947,156209,195943,148371,282669,274523,130651,131088,145470,171362,213852,252441,126518
1/1/19,283245,541734,242864,209975,306208,251395,334979,112319,297724,202508,396147,166534,201043,190921,421950,164642,256963,653267,364458,155412,189360,263171,395946,255579,604751,194008,190953,235539,154341,204585,344080,278219,271363,145798,237005,251653,311629,296208,181759,156930,197024,149260,283873,274947,131043,131596,146015,171389,214662,253237,126873
2/1/19,284579,540860,243677,211058,307296,252620,335413,112753,299558,203460,397564,167551,202056,191735,422344,165612,257273,655204,365848,156106,190324,264041,396922,256430,605541,194765,192125,236202,155170,205188,346791,279938,273823,146558,237095,252823,312467,295974,182399,157469,197800,150142,284918,277285,131481,132071,146533,171694,215414,254098,127342
3/1/19,285774,540689,244238,211792,308527,253870,335993,113178,300145,204323,398637,168420,203152,192303,422283,166362,257566,657533,366592,156666,191297,264602,397824,257391,609741,195319,193284,236322,155934,205620,348994,281445,276453,147156,237091,253486,312853,296755,183043,157943,198451,151047,285680,280305,131864,132434,147054,171874,216084,255579,127807
4/1/19,286882,541412,244732,212233,309502,254716,336905,113596,301192,205248,399507,169298,204267,192928,422379,166898,258272,657634,366560,157072,192141,264635,397947,258201,612425,195747,194506,236461,156491,206085,350043,282747,278407,147792,238073,254113,312911,297715,183708,158380,199186,151680,286320,,132139,132875,147540,171909,216793,257170,128388
5/1/19,287498,542452,245156,212653,310347,255507,337911,113991,301641,206048,399431,170200,205221,193461,422921,167349,258641,657726,366350,157307,193000,264058,398673,259346,615205,196287,195111,236597,157250,206198,350647,283685,280083,148497,238968,254804,313151,298825,184394,158760,200201,152377,287567,286546,132333,133302,148019,172066,217555,258992,128834
6/1/19,288050,543337,245650,213134,310838,256424,338502,114327,301638,206861,399541,170953,205815,194068,423711,167762,258575,658372,366397,157719,193727,263312,399084,260687,615387,196890,195526,237119,157869,206223,351529,284876,281273,149249,240173,255645,313532,299155,185113,159203,201305,152991,288764,287791,132728,133760,148610,172241,218251,260436,129295
7/1/19,288672,543299,246186,213643,311151,257588,339002,114646,300393,207581,399658,171487,206445,194718,423781,168132,258435,659774,366345,158143,194317,262646,399902,261994,613281,197539,196007,237650,158498,206245,352743,285701,282663,149929,241203,256313,313632,300155,185920,159704,202368,153657,289868,287578,133234,134146,149270,172495,218886,261982,129658
8/1/19,289681,543715,246563,214279,311327,259257,338910,114961,299030,208312,400305,171667,207189,195325,424108,168382,258251,660362,366884,158637,194953,262342,400902,263079,613597,198127,196689,238209,159135,206276,354365,287083,284764,150580,242226,256809,313682,300646,186817,160250,203332,154166,290212,289178,133753,134606,149870,172544,219435,263407,129985
9/1/19,290860,544780,246866,215056,311418,260678,338694,115338,298039,209136,401268,172028,208072,195937,424861,168773,258311,659755,367185,158985,195709,262337,402440,263952,614172,198677,197285,238862,159955,206291,355987,287936,287258,151240,243523,257630,313766,301206,187655,160785,204297,154779,290767,295937,134230,135059,150411,172655,219977,264859,130267
10/1/19,292135,546713,247309,215506,311573,262095,338570,115682,298447,210107,402176,172414,208859,196536,425963,169244,258426,659355,368795,159371,196594,262187,404049,264219,615670,199306,198129,239267,160802,206233,356964,288793,289896,151897,245053,258597,314055,301637,188486,161354,204845,155364,291361,297962,134865,135575,150989,172648,220543,266042,130646
11/1/19,292776,548143,248020,215893,311984,263533,338728,115639,299901,211122,403119,173101,209345,197125,426994,169776,258689,657592,370296,159718,197594,262295,406588,264306,615859,199949,198780,239400,161518,206237,358087,289640,292128,152400,246819,259636,314410,303206,189095,161778,205494,155824,292540,299832,135794,135851,151724,172821,221036,266705,131116
12/1/19,293300,550160,248737,216103,312692,265539,339634,115589,301320,212061,404548,173692,209938,197720,428251,170322,258882,655795,372276,160130,198596,262885,409941,264473,616694,200675,199804,239612,162074,206442,359269,291065,294422,152989,248191,260737,314806,304559,189622,162333,206256,156344,293714,296363,136612,136147,152556,173486,221748,267485,131625
1/1/20,293655,552721,249774,216706,313646,267418,340456,115607,302857,212813,406774,174592,210600,198269,430419,170999,259451,655402,374273,160544,199645,263515,414251,265147,621528,201380,200642,239917,162749,206848,362063,293062,296824,153552,249851,261773,315564,305614,190292,162895,207355,157086,295408,297328,137529,136381,153365,174341,222424,268327,132074
2/1/20,294673,556649,251083,217248,314735,269336,341675,115797,304214,213784,408710,175552,211770,198856,432431,171846,259777,656496,376269,160809,200955,264291,418344,265101,625631,202037,201878,240469,163592,207290,364611,294567,299926,154121,251540,262808,316216,306351,191137,163549,208475,157953,297628,295584,138049,136852,154181,175168,223463,269248,132451
3/1/20,295642,561177,252642,218029,315723,271818,342778,115946,306625,214782,410597,176930,212787,199618,434880,172641,260518,658035,378779,161012,202448,264516,422763,265424,628420,202812,202973,240769,164462,207705,367478,295952,302766,154610,253690,263785,317311,307991,192010,164136,209854,158865,300366,293789,138708,137356,155048,175647,224325,270072,132737
4/1/20,296836,564566,254087,218709,316656,275343,344551,116142,308954,215892,412289,178173,213818,200394,436263,173301,261263,660012,380357,161127,203957,265559,426113,265727,630570,203586,204054,241301,165309,207869,369530,297109,305554,155181,255676,264785,318076,310128,192524,164763,211264,159735,302605,291137,139198,137956,155943,176048,225322,270770,132851
5/1/20,297905,564465,255273,219287,317118,277716,345476,116531,309243,216922,413739,178616,214512,201536,437441,173684,261861,662577,381491,161381,205260,267271,427132,267544,626820,204095,204790,241443,166056,207775,371947,298681,307380,155651,257019,265665,318822,312168,192759,165372,212717,160664,303400,291165,139731,138356,156872,176160,225515,271248,133110
6/1/20,299120,563398,256174,219855,317655,279383,346404,116868,307700,217954,414772,178405,215364,202574,437644,174331,262754,665456,381883,161744,206521,269214,427656,269106,624739,204752,205538,241565,166828,207773,374010,299850,309615,156113,257685,266351,319675,313047,193163,165913,213687,161567,303660,290946,140213,138852,157634,176308,225851,271560,133384
7/1/20,300609,565639,256958,220665,318763,281295,347473,117177,307275,219206,416072,178635,216500,203830,439643,175358,264628,665977,383083,162336,207741,271149,429340,270935,621174,205888,206598,241460,167721,208511,377001,301417,311776,156638,258621,267219,321574,313932,193894,166561,215029,162559,304740,291314,140769,139384,158470,176678,226269,271917,133890
8/1/20,302492,572290,258505,222061,320614,285101,350600,117397,309638,220685,418653,180059,218027,205058,444188,176973,,666075,385778,162749,209033,272733,434671,271614,624333,,208277,241363,168768,209808,381077,302975,315436,157741,260941,268823,324191,316668,195111,167517,216633,163920,307624,291965,141561,140155,159535,177424,227251,272724,134156
9/1/20,304783,580794,260607,223988,323306,289724,355215,117791,313934,222504,422247,182293,219932,206644,450179,178768,,667141,390290,163218,210492,275169,441023,271764,628635,210003,210254,241504,170158,211997,385976,305170,320057,159045,264315,271017,327351,320971,196561,168711,218804,165449,311638,291865,142480,140952,160970,178317,228345,273554,134606
10/1/20,307385,589012,263139,226248,326694,294454,360820,118315,317646,224587,426767,184779,222123,208417,456811,180658,276306,670284,395643,163696,212259,278181,448440,272822,632504,,212339,242120,171709,214173,391614,308277,326468,160613,268386,273837,330790,325880,198553,170269,221126,167227,316137,293138,143610,141895,162480,179288,229756,274423,135315
11/1/20,310265,596581,265736,228520,330422,299655,366252,119361,321333,226856,431680,187315,224651,210297,463120,182655,280886,674334,401689,164644,214563,281740,455252,275301,637918,215245,214835,243329,173663,216423,397164,312096,334452,162340,272457,276938,334713,330530,200681,,224088,169313,321125,294046,144983,143106,164006,180294,231595,275777,136328
12/1/20,313231,603433,268438,230701,334088,305458,371629,120293,325323,229378,436690,189832,227322,212179,469432,184714,284848,678729,406857,165492,217073,285178,461332,278523,639792,218000,217371,244803,175742,218288,404417,317195,343418,163934,276544,279917,338782,335787,202643,174213,226855,171297,326464,297425,146324,144308,165433,181183,233452,277044,137474
1/1/21,316670,609605,271587,232976,337421,312143,375889,121316,329517,,442181,192164,230267,214247,475111,187090,288490,684453,412035,,220288,288304,467497,282762,642929,220784,220176,246212,178368,219760,410768,,,165648,281359,283237,342149,340964,205211,176649,230212,173602,331482,299078,147897,,167439,182254,,279405,138877
2/1/21,320080,616633,274719,235763,340754,317971,380330,122248,333624,236084,448188,194644,233477,216619,481005,189566,292822,691272,417357,,223268,290842,474185,286350,644382,223248,222877,248041,180940,221816,419049,330123,368117,167369,285561,286097,346256,345595,208033,179065,233604,175714,336972,299489,149259,147656,169452,183569,,281729,140412
3/1/21,323952,624408,278423,238725,344016,325319,384605,123321,337937,239792,455147,197134,236852,219152,486951,192356,297335,699799,423786,170801,226343,293656,481797,290445,649707,225768,225706,249723,183607,223712,426799,336976,381061,169329,290641,289235,350819,350398,211189,181513,237271,178226,341682,299071,150795,149662,171673,184915,,284401,141915
4/1/21,327949,634596,282426,242387,347252,331473,389714,124342,343092,243297,462842,199487,240571,221986,493369,195110,302041,708047,431065,172356,229261,297389,490403,293844,653814,228465,228313,251259,185784,226233,436765,343684,392846,171144,295759,291476,355836,355074,213621,183463,240348,180605,347902,299835,152219,151280,173475,186079,248444,286483,143215
5/1/21,332364,648775,287854,246734,351362,341562,395607,125201,351928,247468,472694,202296,244843,225071,500663,197927,307320,719557,439384,173781,232829,302212,499823,298536,660596,232054,231143,252755,188237,228551,448954,351157,403797,173069,302839,294917,360048,361630,216527,185529,243803,183173,353830,301340,154075,153378,175562,187409,251886,288611,144560
6/1/21,336786,665848,294699,252187,356336,352088,402712,126115,363280,252525,484232,205710,249997,229101,509747,200692,313298,732395,449012,175451,237147,307468,512369,302356,665250,235934,234533,254571,190877,231712,464313,359659,416522,175200,310448,298996,364169,368826,219390,187878,247804,185838,361328,302540,156182,155380,177981,189182,255550,291215,146031
7/1/21,340641,684277,302639,257859,362009,363846,410134,127086,374995,258377,496013,209276,255527,233439,518712,203473,319152,747799,458699,177201,242076,312464,524060,306721,668729,239414,237921,256561,193797,235174,479626,368496,428378,177448,317934,303943,368154,377362,222045,190186,252400,188485,368334,303380,158284,157696,180735,191276,259044,293855,147720
8/1/21,343899,697852,310684,263547,366878,373520,416909,128059,384157,264544,505639,212418,261123,238403,526515,205879,323171,762369,466695,178750,247159,317736,534971,311198,669166,242209,240770,258430,196575,238575,492286,378035,440022,179391,324080,307608,371935,384773,223977,192401,256135,190836,375458,305004,160234,159728,183428,193554,262373,296751,149344
9/1/21,346576,707582,318579,268414,370943,381137,422044,128982,391949,270364,513291,214717,266455,243289,531486,207931,325811,777526,472864,180439,252136,322917,542845,316855,669292,244380,242895,260405,199120,241112,500470,386653,447005,181233,327869,310271,374873,390293,225625,194393,259471,192923,381022,306273,162085,161826,185867,195617,265396,299497,150927
10/1/21,349059,712526,325959,272700,374021,388305,426042,129954,399037,275600,520041,216919,271915,248311,535749,209871,327666,791702,477605,181921,256980,327386,550525,321698,671486,246376,244671,262179,201610,243348,507726,394115,451145,182981,330589,312125,377660,394782,227106,196439,262506,194667,386364,307444,164067,163588,188117,197594,268113,302156,152194
11/1/21,351811,717943,333269,276346,376925,394193,429397,130904,406219,280325,527188,218526,277393,253066,539776,211905,329599,805174,482271,183485,261933,331373,559197,325522,671995,248251,246322,263919,204117,245609,514211,399972,452887,184753,332792,314183,380284,398185,228740,197997,265834,196406,391216,306342,166135,165479,190262,199195,270805,304655,153498
12/1/21,355581,724656,340075,280622,379798,399810,432594,,412749,285588,535348,220621,283696,258198,544413,214571,331678,815607,486951,185632,267856,334594,568450,330348,672860,250498,248413,266207,207112,248113,523370,407931,458055,187615,337430,317086,382774,402821,231857,200022,269722,198521,396893,307485,168948,168353,193508,201546,275313,,155993
1/1/22,359590,734728,347627,285299,383117,405385,436206,135748,422049,291307,544042,223094,289863,263317,549797,217344,334575,826846,492896,187799,273843,337530,578246,335349,675059,253043,251094,268669,210200,250465,532342,416433,464748,190434,342363,319945,385648,406583,235339,202112,273886,200864,402816,308564,171746,171270,196746,203705,279992,316289,158476
2/1/22,363837,746697,355552,290756,386925,412961,440199,138504,431860,297519,553536,225935,296019,268645,555964,220761,338550,840088,499499,189950,280661,340231,588289,341075,681287,255830,254143,271302,213435,252830,544326,426043,471661,193258,347467,322948,388752,411348,238691,204165,278271,203494,409781,312853,174531,174457,200520,206163,285768,322517,161457
3/1/22,367380,761496,365253,296187,391709,421246,445389,139565,442884,303657,563796,228719,301549,273786,563287,223965,343008,855314,507132,191285,285791,343976,599439,345972,687061,258468,257201,273271,216058,255505,553887,433230,474337,195127,351570,325705,392453,415010,240630,205754,282574,205812,415897,314243,176737,176613,203216,208049,289680,325243,163222
4/1/22,370943,775793,375934,302249,396690,431033,451489,140847,451256,310165,574168,231482,307322,279384,571710,226794,348240,869492,514503,192662,291428,348445,611137,350067,690460,261092,260244,275621,218749,258355,565294,439919,475537,197204,355612,328924,396024,419601,242598,207270,286636,208423,421380,318171,178935,178905,206122,210351,293388,328172,165196
5/1/22,374123,786581,386659,307725,401823,438771,457938,141715,458395,316210,582529,233857,312649,284988,578855,229119,352833,883044,520726,194068,295963,352541,618503,353167,692150,263496,262769,277977,221055,261541,573102,445392,476779,199245,359389,331878,399428,425111,244466,208910,290206,210717,425394,321238,181065,180798,208372,212564,295855,330964,166589
6/1/22,377279,788876,395702,312431,405965,444572,463522,142559,462839,321612,585725,235814,317625,290356,584334,231330,356550,894438,523060,195575,301394,355778,620860,357048,690933,265631,265024,280192,223355,264218,576215,451707,478997,201260,362781,333943,402168,430516,246309,210832,293788,212990,429388,326943,183257,182778,210628,214772,298497,334012,168361
7/1/22,379864,785718,401918,314903,409031,443766,467889,143224,463386,325133,584060,236577,320858,294613,585873,232980,358586,904234,521453,197021,305262,358151,619498,361850,686786,267128,266568,281952,224834,266089,573336,457272,478400,202823,365554,334693,404148,434309,247133,212466,296362,214486,432744,331581,185233,184478,212320,216387,301225,336506,169665
8/1/22,381564,776658,405473,315801,410871,439536,470203,143883,460280,327518,580062,237035,323074,297706,585144,234214,359838,909553,517837,198348,308001,360044,615891,366719,682996,268122,267763,283129,226035,266826,566263,462552,475314,204292,367664,334581,405231,435846,247768,213970,298504,215796,435645,334967,186780,185741,214028,217478,303452,338231,170794
9/1/22,382958,769405,406988,315815,411861,432850,471719,144640,454158,328682,577500,237236,323991,299173,583964,234924,360650,910349,515439,199388,309460,361656,613674,370790,681476,268984,268737,284130,227165,267383,562693,463871,471341,205598,369767,334482,405957,437424,248627,214970,299814,216746,438366,336888,187915,187071,215294,218008,305170,339353,171319